CODE_ISO;AREA_HA;E_MIN;E_MAX;N_MIN;N_MAX;E_CNTR;N_CNTR;Z_MIN;Z_MAX;Z_AVG;Z_MED
CH;4129069;2485410;2833858;1075268;1295934;2659600;1201400;193;4632;1306;1080
